pageid,shelf,book,page,filepath,hasrefractive,hasextinction,rangeMin,rangeMax,points
1056,glass,SCHOTT-KF,N-KF9,glass\schott\N-KF9.yml,1,1,0.35,2.5,21
1073,glass,OHARA-BAH,S-BAH10,glass\ohara\S-BAH10.yml,1,1,0.34,2.4,26
1074,glass,OHARA-BAH,S-BAH11,glass\ohara\S-BAH11.yml,1,1,0.34,2.4,26
1075,glass,OHARA-BAH,S-BAH27,glass\ohara\S-BAH27.yml,1,1,0.36,2.4,24
1076,glass,OHARA-BAH,S-BAH28,glass\ohara\S-BAH28.yml,1,1,0.36,2.4,24
1077,glass,OHARA-BAH,S-BAH32,glass\ohara\S-BAH32.yml,1,1,0.36,2.4,24
1094,glass,OHARA-BAL,L-BAL35,glass\ohara\L-BAL35.yml,1,1,0.3,2.4,30
1096,glass,OHARA-BAL,L-BAL42,glass\ohara\L-BAL42.yml,1,1,0.29,0.9,23
1098,glass,OHARA-BAL,L-BAL43,glass\ohara\L-BAL43.yml,1,1,0.3,2.4,30
1099,glass,OHARA-BAL,S-BAL2,glass\ohara\S-BAL2.yml,1,1,0.34,2.4,26
1100,glass,OHARA-BAL,S-BAL3,glass\ohara\S-BAL3.yml,1,1,0.33,2.4,27
1101,glass,OHARA-BAL,S-BAL11,glass\ohara\S-BAL11.yml,1,1,0.32,2.4,28
1102,glass,OHARA-BAL,S-BAL12,glass\ohara\S-BAL12.yml,1,1,0.3,2.4,30
1103,glass,OHARA-BAL,S-BAL14,glass\ohara\S-BAL14.yml,1,1,0.33,2.4,27
1105,glass,OHARA-BAL,S-BAL35,glass\ohara\S-BAL35.yml,1,1,0.3,2.4,30
1106,glass,OHARA-BAL,S-BAL41,glass\ohara\S-BAL41.yml,1,1,0.3,2.4,30
1107,glass,OHARA-BAL,S-BAL42,glass\ohara\S-BAL42.yml,1,1,0.29,2.4,31
1118,glass,OHARA-BAM,S-BAM3,glass\ohara\S-BAM3.yml,1,1,0.35,2.4,25
1119,glass,OHARA-BAM,S-BAM4,glass\ohara\S-BAM4.yml,1,1,0.35,2.4,25
1120,glass,OHARA-BAM,S-BAM12,glass\ohara\S-BAM12.yml,1,1,0.35,2.4,25
1121,glass,OHARA-BBH,L-BBH1,glass\ohara\L-BBH1.yml,1,1,0.3,2.4,19
1137,glass,OHARA-BSL,L-BSL7,glass\ohara\L-BSL7.yml,1,1,0.3,2.4,30
1138,glass,OHARA-BSL,S-BSL7,glass\ohara\S-BSL7.yml,1,1,0.29,2.4,31
1161,glass,OHARA-BSM,S-BSM2,glass\ohara\S-BSM2.yml,1,1,0.31,2.4,29
1162,glass,OHARA-BSM,S-BSM4,glass\ohara\S-BSM4.yml,1,1,0.31,2.4,29
1163,glass,OHARA-BSM,S-BSM9,glass\ohara\S-BSM9.yml,1,1,0.33,2.4,27
1164,glass,OHARA-BSM,S-BSM10,glass\ohara\S-BSM10.yml,1,1,0.31,2.4,29
1165,glass,OHARA-BSM,S-BSM14,glass\ohara\S-BSM14.yml,1,1,0.31,2.4,29
1166,glass,OHARA-BSM,S-BSM15,glass\ohara\S-BSM15.yml,1,1,0.33,2.4,27
1167,glass,OHARA-BSM,S-BSM16,glass\ohara\S-BSM16.yml,1,1,0.31,2.4,29
1168,glass,OHARA-BSM,S-BSM18,glass\ohara\S-BSM18.yml,1,1,0.31,2.4,29
1170,glass,OHARA-BSM,S-BSM22,glass\ohara\S-BSM22.yml,1,1,0.34,2.4,26
1171,glass,OHARA-BSM,S-BSM25,glass\ohara\S-BSM25.yml,1,1,0.33,2.4,27
1172,glass,OHARA-BSM,S-BSM28,glass\ohara\S-BSM28.yml,1,1,0.34,2.4,26
1174,glass,OHARA-BSM,S-BSM71,glass\ohara\S-BSM71.yml,1,1,0.34,2.4,26
1175,glass,OHARA-BSM,S-BSM81,glass\ohara\S-BSM81.yml,1,1,0.29,2.4,31
1180,glass,OHARA-FPL,S-FPL51,glass\ohara\S-FPL51.yml,1,1,0.28,2.4,32
1183,glass,OHARA-FPL,S-FPL53,glass\ohara\S-FPL53.yml,1,1,0.28,2.4,32
1184,glass,OHARA-FPL,S-FPL55,glass\ohara\S-FPL55.yml,1,1,0.365,2.325,32
1185,glass,OHARA-FPM,S-FPM2,glass\ohara\S-FPM2.yml,1,1,0.3,2.4,29
1186,glass,OHARA-FPM,S-FPM3,glass\ohara\S-FPM3.yml,1,1,0.3,2.4,32
1189,glass,OHARA-FSL,S-FSL5,glass\ohara\S-FSL5.yml,1,1,0.28,2.4,32
1196,glass,OHARA-FTM,S-FTM16,glass\ohara\S-FTM16.yml,1,1,0.35,2.4,25
1214,glass,OHARA-LAH,L-LAH53,glass\ohara\L-LAH53.yml,1,1,0.34,0.7,16
1217,glass,OHARA-LAH,L-LAH84,glass\ohara\L-LAH84.yml,1,1,0.34,2.4,26
1220,glass,OHARA-LAH,L-LAH85V,glass\ohara\L-LAH85V.yml,1,1,0.365,2.325,26
1221,glass,OHARA-LAH,L-LAH86,glass\ohara\L-LAH86.yml,1,1,0.365,2.325,24
1223,glass,OHARA-LAH,L-LAH90,glass\ohara\L-LAH90.yml,1,1,0.28,2.4,26
1224,glass,OHARA-LAH,L-LAH91,glass\ohara\L-LAH91.yml,1,1,0.28,2.4,32
1225,glass,OHARA-LAH,L-LAH94,glass\ohara\L-LAH94.yml,1,1,0.365,2.325,25
1226,glass,OHARA-LAH,S-LAH51,glass\ohara\S-LAH51.yml,1,1,0.33,2.4,27
1227,glass,OHARA-LAH,S-LAH52,glass\ohara\S-LAH52.yml,1,1,0.33,2.4,27
1229,glass,OHARA-LAH,S-LAH53,glass\ohara\S-LAH53.yml,1,1,0.34,2.4,26
1233,glass,OHARA-LAH,S-LAH55V,glass\ohara\S-LAH55V.yml,1,1,0.365,2.325,27
1235,glass,OHARA-LAH,S-LAH58,glass\ohara\S-LAH58.yml,1,1,0.32,2.4,28
1236,glass,OHARA-LAH,S-LAH59,glass\ohara\S-LAH59.yml,1,1,0.29,2.4,31
1237,glass,OHARA-LAH,S-LAH60,glass\ohara\S-LAH60.yml,1,1,0.34,2.4,26
1239,glass,OHARA-LAH,S-LAH63,glass\ohara\S-LAH63.yml,1,1,0.34,2.4,26
1241,glass,OHARA-LAH,S-LAH64,glass\ohara\S-LAH64.yml,1,1,0.32,2.4,28
1243,glass,OHARA-LAH,S-LAH65V,glass\ohara\S-LAH65V.yml,1,1,0.365,2.325,28
1245,glass,OHARA-LAH,S-LAH66,glass\ohara\S-LAH66.yml,1,1,0.31,2.4,29
1247,glass,OHARA-LAH,S-LAH71,glass\ohara\S-LAH71.yml,1,1,0.36,2.4,24
1249,glass,OHARA-LAH,S-LAH79,glass\ohara\S-LAH79.yml,1,1,0.37,2.4,23
1250,glass,OHARA-LAH,S-LAH88,glass\ohara\S-LAH88.yml,1,1,0.37,2.4,25
1251,glass,OHARA-LAH,S-LAH89,glass\ohara\S-LAH89.yml,1,1,0.4,2.3,26
1252,glass,OHARA-LAH,S-LAH92,glass\ohara\S-LAH92.yml,1,1,0.365,2.325,25
1253,glass,OHARA-LAH,S-LAH93,glass\ohara\S-LAH93.yml,1,1,0.365,2.325,24
1273,glass,OHARA-LAL,L-LAL12,glass\ohara\L-LAL12.yml,1,1,0.3,2.4,30
1274,glass,OHARA-LAL,L-LAL13,glass\ohara\L-LAL13.yml,1,1,0.28,2.4,32
1276,glass,OHARA-LAL,S-LAL7,glass\ohara\S-LAL7.yml,1,1,0.28,2.4,32
1277,glass,OHARA-LAL,S-LAL8,glass\ohara\S-LAL8.yml,1,1,0.29,2.4,31
1278,glass,OHARA-LAL,S-LAL9,glass\ohara\S-LAL9.yml,1,1,0.29,2.4,31
1279,glass,OHARA-LAL,S-LAL10,glass\ohara\S-LAL10.yml,1,1,0.31,2.4,29
1281,glass,OHARA-LAL,S-LAL12,glass\ohara\S-LAL12.yml,1,1,0.28,2.4,32
1282,glass,OHARA-LAL,S-LAL13,glass\ohara\S-LAL13.yml,1,1,0.29,2.4,31
1283,glass,OHARA-LAL,S-LAL14,glass\ohara\S-LAL14.yml,1,1,0.28,2.4,32
1284,glass,OHARA-LAL,S-LAL18,glass\ohara\S-LAL18.yml,1,1,0.28,2.4,32
1285,glass,OHARA-LAL,S-LAL19,glass\ohara\S-LAL19.yml,1,1,0.365,2.32542,32
1288,glass,OHARA-LAL,S-LAL54,glass\ohara\S-LAL54.yml,1,1,0.33,2.4,27
1290,glass,OHARA-LAL,S-LAL56,glass\ohara\S-LAL56.yml,1,1,0.33,2.4,27
1291,glass,OHARA-LAL,S-LAL58,glass\ohara\S-LAL58.yml,1,1,0.32,2.4,28
1292,glass,OHARA-LAL,S-LAL59,glass\ohara\S-LAL59.yml,1,1,0.28,2.4,32
1294,glass,OHARA-LAL,S-LAL61,glass\ohara\S-LAL61.yml,1,1,0.29,2.4,31
1307,glass,OHARA-LAM,L-LAM60,glass\ohara\L-LAM60.yml,1,1,0.31,2.4,29
1308,glass,OHARA-LAM,L-LAM69,glass\ohara\L-LAM69.yml,1,1,0.34,2.325,18
1310,glass,OHARA-LAM,S-LAM2,glass\ohara\S-LAM2.yml,1,1,0.34,2.4,26
1311,glass,OHARA-LAM,S-LAM3,glass\ohara\S-LAM3.yml,1,1,0.34,2.4,26
1312,glass,OHARA-LAM,S-LAM7,glass\ohara\S-LAM7.yml,1,1,0.36,2.4,24
1313,glass,OHARA-LAM,S-LAM51,glass\ohara\S-LAM51.yml,1,1,0.34,2.4,26
1314,glass,OHARA-LAM,S-LAM52,glass\ohara\S-LAM52.yml,1,1,0.35,2.4,25
1315,glass,OHARA-LAM,S-LAM54,glass\ohara\S-LAM54.yml,1,1,0.34,2.4,26
1316,glass,OHARA-LAM,S-LAM55,glass\ohara\S-LAM55.yml,1,1,0.35,2.4,25
1317,glass,OHARA-LAM,S-LAM58,glass\ohara\S-LAM58.yml,1,1,0.35,2.4,25
1318,glass,OHARA-LAM,S-LAM59,glass\ohara\S-LAM59.yml,1,1,0.34,2.4,26
1319,glass,OHARA-LAM,S-LAM60,glass\ohara\S-LAM60.yml,1,1,0.33,2.4,27
1320,glass,OHARA-LAM,S-LAM61,glass\ohara\S-LAM61.yml,1,1,0.34,2.4,26
1321,glass,OHARA-LAM,S-LAM66,glass\ohara\S-LAM66.yml,1,1,0.35,2.4,25
1324,glass,OHARA-NBH,S-NBH5,glass\ohara\S-NBH5.yml,1,1,0.33,2.4,27
1325,glass,OHARA-NBH,S-NBH8,glass\ohara\S-NBH8.yml,1,1,0.33,2.4,27
1326,glass,OHARA-NBH,S-NBH51,glass\ohara\S-NBH51.yml,1,1,0.33,2.4,27
1327,glass,OHARA-NBH,S-NBH52,glass\ohara\S-NBH52.yml,1,1,0.32,2.4,28
1329,glass,OHARA-NBH,S-NBH53,glass\ohara\S-NBH53.yml,1,1,0.33,2.4,27
1331,glass,OHARA-NBH,S-NBH55,glass\ohara\S-NBH55.yml,1,1,0.36,2.4,24
1332,glass,OHARA-NBH,S-NBH56,glass\ohara\S-NBH56.yml,1,1,0.3,2.4,24
1333,glass,OHARA-NBH,S-NBH57,glass\ohara\S-NBH57.yml,1,1,0.365,2.325,24
1334,glass,OHARA-NBM,S-NBM51,glass\ohara\S-NBM51.yml,1,1,0.32,2.4,28
1335,glass,OHARA-NPH,S-NPH1,glass\ohara\S-NPH1.yml,1,1,0.38,2.4,22
1336,glass,OHARA-NPH,S-NPH1W,glass\ohara\S-NPH1W.yml,1,1,0.38,2.4,22
1337,glass,OHARA-NPH,S-NPH2,glass\ohara\S-NPH2.yml,1,1,0.39,2.4,21
1338,glass,OHARA-NPH,S-NPH3,glass\ohara\S-NPH3.yml,1,1,0.36,2.4,20
1339,glass,OHARA-NPH,S-NPH4,glass\ohara\S-NPH4.yml,1,1,0.28,2.4,22
1340,glass,OHARA-NPH,S-NPH5,glass\ohara\S-NPH5.yml,1,1,0.365,2.325,24
1341,glass,OHARA-NPH,S-NPH53,glass\ohara\S-NPH53.yml,1,1,0.36,2.4,24
1349,glass,OHARA-NSL,S-NSL3,glass\ohara\S-NSL3.yml,1,1,0.32,2.4,28
1350,glass,OHARA-NSL,S-NSL5,glass\ohara\S-NSL5.yml,1,1,0.32,2.4,28
1351,glass,OHARA-NSL,S-NSL36,glass\ohara\S-NSL36.yml,1,1,0.34,2.4,26
1417,glass,OHARA-PHM,S-PHM52,glass\ohara\S-PHM52.yml,1,1,0.33,2.4,27
1418,glass,OHARA-PHM,S-PHM53,glass\ohara\S-PHM53.yml,1,1,0.31,2.4,29
1427,glass,OHARA-TIH,S-TIH1,glass\ohara\S-TIH1.yml,1,1,0.37,2.4,23
1428,glass,OHARA-TIH,S-TIH3,glass\ohara\S-TIH3.yml,1,1,0.37,2.4,23
1429,glass,OHARA-TIH,S-TIH4,glass\ohara\S-TIH4.yml,1,1,0.37,2.4,23
1430,glass,OHARA-TIH,S-TIH6,glass\ohara\S-TIH6.yml,1,1,0.37,2.4,23
1431,glass,OHARA-TIH,S-TIH10,glass\ohara\S-TIH10.yml,1,1,0.37,2.4,23
1432,glass,OHARA-TIH,S-TIH11,glass\ohara\S-TIH11.yml,1,1,0.37,2.4,23
1433,glass,OHARA-TIH,S-TIH13,glass\ohara\S-TIH13.yml,1,1,0.37,2.4,23
1434,glass,OHARA-TIH,S-TIH14,glass\ohara\S-TIH14.yml,1,1,0.37,2.4,23
1435,glass,OHARA-TIH,S-TIH18,glass\ohara\S-TIH18.yml,1,1,0.37,2.4,23
1437,glass,OHARA-TIH,S-TIH23,glass\ohara\S-TIH23.yml,1,1,0.37,2.4,23
1438,glass,OHARA-TIH,S-TIH53,glass\ohara\S-TIH53.yml,1,1,0.37,2.4,23
1439,glass,OHARA-TIH,S-TIH53W,glass\ohara\S-TIH53W.yml,1,1,0.37,2.4,23
1441,glass,OHARA-TIL,S-TIL1,glass\ohara\S-TIL1.yml,1,1,0.34,2.4,26
1442,glass,OHARA-TIL,S-TIL2,glass\ohara\S-TIL2.yml,1,1,0.34,2.4,26
1443,glass,OHARA-TIL,S-TIL6,glass\ohara\S-TIL6.yml,1,1,0.34,2.4,26
1444,glass,OHARA-TIL,S-TIL25,glass\ohara\S-TIL25.yml,1,1,0.35,2.4,25
1445,glass,OHARA-TIL,S-TIL26,glass\ohara\S-TIL26.yml,1,1,0.35,2.4,25
1446,glass,OHARA-TIL,S-TIL27,glass\ohara\S-TIL27.yml,1,1,0.35,2.4,25
1448,glass,OHARA-TIM,L-TIM28,glass\ohara\L-TIM28.yml,1,1,0.3,2.4,25
1450,glass,OHARA-TIM,S-TIM1,glass\ohara\S-TIM1.yml,1,1,0.36,2.4,24
1451,glass,OHARA-TIM,S-TIM2,glass\ohara\S-TIM2.yml,1,1,0.36,2.4,24
1452,glass,OHARA-TIM,S-TIM3,glass\ohara\S-TIM3.yml,1,1,0.36,2.4,24
1453,glass,OHARA-TIM,S-TIM5,glass\ohara\S-TIM5.yml,1,1,0.36,2.4,24
1455,glass,OHARA-TIM,S-TIM8,glass\ohara\S-TIM8.yml,1,1,0.35,2.4,25
1456,glass,OHARA-TIM,S-TIM22,glass\ohara\S-TIM22.yml,1,1,0.36,2.4,24
1457,glass,OHARA-TIM,S-TIM25,glass\ohara\S-TIM25.yml,1,1,0.36,2.4,24
1458,glass,OHARA-TIM,S-TIM27,glass\ohara\S-TIM27.yml,1,1,0.36,2.4,24
1459,glass,OHARA-TIM,S-TIM28,glass\ohara\S-TIM28.yml,1,1,0.36,2.4,24
1460,glass,OHARA-TIM,S-TIM35,glass\ohara\S-TIM35.yml,1,1,0.37,2.4,23
1461,glass,OHARA-TIM,S-TIM39,glass\ohara\S-TIM39.yml,1,1,0.36,2.4,24
1465,glass,OHARA-YGH,S-YGH51,glass\ohara\S-YGH51.yml,1,1,0.28,2.4,32
1471,glass,HIKARI-K,J-K3,glass\hikari\J-K3.yml,1,1,0.365015,2.05809,30
1472,glass,HIKARI-K,J-K5,glass\hikari\J-K5.yml,1,1,0.365015,2.05809,29
1489,glass,HIKARI-SK,J-SK2,glass\hikari\J-SK2.yml,1,1,0.365015,2.05809,32
1490,glass,HIKARI-SK,J-SK4,glass\hikari\J-SK4.yml,1,1,0.365015,2.05809,29
1491,glass,HIKARI-SK,J-SK5,glass\hikari\J-SK5.yml,1,1,0.365015,2.05809,32
1492,glass,HIKARI-SK,J-SK10,glass\hikari\J-SK10.yml,1,1,0.365015,2.05809,32
1493,glass,HIKARI-SK,J-SK11,glass\hikari\J-SK11.yml,1,1,0.365015,2.05809,33
1494,glass,HIKARI-SK,J-SK12,glass\hikari\J-SK12.yml,1,1,0.365015,2.05809,32
1495,glass,HIKARI-SK,J-SK14,glass\hikari\J-SK14.yml,1,1,0.365015,2.05809,32
1496,glass,HIKARI-SK,J-SK15,glass\hikari\J-SK15.yml,1,1,0.365015,2.05809,32
1497,glass,HIKARI-SK,J-SK16,glass\hikari\J-SK16.yml,1,1,0.365015,2.05809,32
1498,glass,HIKARI-SK,J-SK18,glass\hikari\J-SK18.yml,1,1,0.365015,2.05809,28
1503,glass,HIKARI-SK,Q-SK15S,glass\hikari\Q-SK15S.yml,1,1,0.365015,2.05809,33
1504,glass,HIKARI-SK,Q-SK52S,glass\hikari\Q-SK52S.yml,1,1,0.365015,2.05809,33
1505,glass,HIKARI-SK,Q-SK55S,glass\hikari\Q-SK55S.yml,1,1,0.365015,2.05809,33
1512,glass,HIKARI-SSK,J-SSK1,glass\hikari\J-SSK1.yml,1,1,0.365015,2.05809,28
1513,glass,HIKARI-SSK,J-SSK5,glass\hikari\J-SSK5.yml,1,1,0.365015,2.05809,27
1514,glass,HIKARI-SSK,J-SSK8,glass\hikari\J-SSK8.yml,1,1,0.365015,2.05809,27
1517,glass,HIKARI-BK,J-BK7A,glass\hikari\J-BK7A.yml,1,1,0.365015,2.05809,33
1523,glass,HIKARI-BaK,J-BAK1,glass\hikari\J-BAK1.yml,1,1,0.365015,2.05809,32
1524,glass,HIKARI-BaK,J-BAK2,glass\hikari\J-BAK2.yml,1,1,0.365015,2.05809,32
1525,glass,HIKARI-BaK,J-BAK4,glass\hikari\J-BAK4.yml,1,1,0.365015,2.05809,28
1530,glass,HIKARI-FK,J-FK01,glass\hikari\J-FK01.yml,1,1,0.365015,2.05809,33
1532,glass,HIKARI-FK,J-FKH1,glass\hikari\J-FKH1.yml,1,1,0.365015,2.05809,33
1533,glass,HIKARI-FK,J-FKH2,glass\hikari\J-FKH2.yml,1,1,0.365015,2.05809,31
1534,glass,HIKARI-FK,J-FK5,glass\hikari\J-FK5.yml,1,1,0.365015,2.05809,33
1537,glass,HIKARI-FK,Q-FK01S,glass\hikari\Q-FK01S.yml,1,1,0.365015,2.05809,33
1538,glass,HIKARI-FK,Q-FK2S,glass\hikari\Q-FKH2S.yml,1,1,0.365015,2.05809,31
1560,glass,HIKARI-LaK,J-LAK01,glass\hikari\J-LAK01.yml,1,1,0.365015,2.05809,32
1561,glass,HIKARI-LaK,J-LAK02,glass\hikari\J-LAK02.yml,1,1,0.365015,2.05809,33
1562,glass,HIKARI-LaK,J-LAK04,glass\hikari\J-LAK04.yml,1,1,0.365015,2.05809,32
1563,glass,HIKARI-LaK,J-LAK06,glass\hikari\J-LAK06.yml,1,1,0.365015,2.05809,28
1564,glass,HIKARI-LaK,J-LAK7,glass\hikari\J-LAK7.yml,1,1,0.365015,2.05809,33
1565,glass,HIKARI-LaK,J-LAK7R,glass\hikari\J-LAK7R.yml,1,1,0.365015,2.05809,33
1566,glass,HIKARI-LaK,J-LAK8,glass\hikari\J-LAK8.yml,1,1,0.365015,2.05809,33
1567,glass,HIKARI-LaK,J-LAK9,glass\hikari\J-LAK9.yml,1,1,0.365015,2.05809,30
1568,glass,HIKARI-LaK,J-LAK09,glass\hikari\J-LAK09.yml,1,1,0.365015,2.05809,33
1569,glass,HIKARI-LaK,J-LAK10,glass\hikari\J-LAK10.yml,1,1,0.365015,2.05809,31
1570,glass,HIKARI-LaK,J-LAK011,glass\hikari\J-LAK011.yml,1,1,0.365015,2.05809,33
1571,glass,HIKARI-LaK,J-LAK12,glass\hikari\J-LAK12.yml,1,1,0.365015,2.05809,32
1572,glass,HIKARI-LaK,J-LAK13,glass\hikari\J-LAK13.yml,1,1,0.365015,2.05809,33
1573,glass,HIKARI-LaK,J-LAK14,glass\hikari\J-LAK14.yml,1,1,0.365015,2.05809,32
1574,glass,HIKARI-LaK,J-LAK18,glass\hikari\J-LAK18.yml,1,1,0.365015,2.05809,32
1577,glass,HIKARI-LaK,Q-LAK52S,glass\hikari\Q-LAK52S.yml,1,1,0.365015,2.05809,33
1578,glass,HIKARI-LaK,Q-LAK53S,glass\hikari\Q-LAK53S.yml,1,1,0.365015,2.05809,33
1580,glass,HIKARI-LaSK,J-LASKH2,glass\hikari\J-LASKH2.yml,1,1,0.365015,2.05809,33
1584,glass,HIKARI-PK,J-PKH1,glass\hikari\J-PKH1.yml,1,1,0.365015,2.05809,32
1588,glass,HIKARI-PSK,J-PSKH1,glass\hikari\J-PSKH1.yml,1,1,0.388865,2.05809,31
1589,glass,HIKARI-PSK,J-PSK02,glass\hikari\J-PSK02.yml,1,1,0.365015,2.05809,29
1590,glass,HIKARI-PSK,J-PSK03,glass\hikari\J-PSK03.yml,1,1,0.365015,2.05809,30
1591,glass,HIKARI-PSK,J-PSKH4,glass\hikari\J-PSKH4.yml,1,1,0.365015,2.05809,32
1593,glass,HIKARI-PSK,Q-PSKH1S,glass\hikari\Q-PSKH1S.yml,1,1,0.388865,2.05809,31
1594,glass,HIKARI-PSK,Q-PSKH2S,glass\hikari\Q-PSKH2S.yml,1,1,0.365015,2.05809,33
1595,glass,HIKARI-PSK,Q-PSKH4S,glass\hikari\Q-PSKH4S.yml,1,1,0.365015,2.05809,32
1607,glass,HIKARI-F,J-F1,glass\hikari\J-F1.yml,1,1,0.388865,2.05809,25
1608,glass,HIKARI-F,J-F2,glass\hikari\J-F2.yml,1,1,0.365015,2.05809,25
1609,glass,HIKARI-F,J-F3,glass\hikari\J-F3.yml,1,1,0.388865,2.05809,25
1610,glass,HIKARI-F,J-F5,glass\hikari\J-F5.yml,1,1,0.365015,2.05809,25
1611,glass,HIKARI-F,J-F8,glass\hikari\J-F8.yml,1,1,0.388865,2.05809,25
1612,glass,HIKARI-F,J-F16,glass\hikari\J-F16.yml,1,1,0.365015,2.05809,26
1619,glass,HIKARI-LF,J-LF5,glass\hikari\J-LF5.yml,1,1,0.365015,2.05809,26
1620,glass,HIKARI-LF,J-LF6,glass\hikari\J-LF6.yml,1,1,0.365015,2.05809,26
1621,glass,HIKARI-LF,J-LF7,glass\hikari\J-LF7.yml,1,1,0.365015,2.05809,26
1628,glass,HIKARI-LLF,J-LLF1,glass\hikari\J-LLF1.yml,1,1,0.365015,2.05809,26
1629,glass,HIKARI-LLF,J-LLF2,glass\hikari\J-LLF2.yml,1,1,0.365015,2.05809,27
1630,glass,HIKARI-LLF,J-LLF6,glass\hikari\J-LLF6.yml,1,1,0.365015,2.05809,27
1663,glass,HIKARI-SF,J-SF1,glass\hikari\J-SF1.yml,1,1,0.388865,2.05809,25
1664,glass,HIKARI-SF,J-SFH1,glass\hikari\J-SFH1.yml,1,1,0.388865,2.05809,23
1665,glass,HIKARI-SF,J-SF2,glass\hikari\J-SF2.yml,1,1,0.388865,2.05809,25
1666,glass,HIKARI-SF,J-SFH2,glass\hikari\J-SFH2.yml,1,1,0.388865,2.05809,23
1667,glass,HIKARI-SF,J-SF03,glass\hikari\J-SF03.yml,1,1,0.388865,2.05809,23
1669,glass,HIKARI-SF,J-SFS3,glass\hikari\J-SFS3.yml,1,1,0.388865,2.05809,23
1670,glass,HIKARI-SF,J-SF4,glass\hikari\J-SF4.yml,1,1,0.388865,2.05809,24
1671,glass,HIKARI-SF,J-SF5,glass\hikari\J-SF5.yml,1,1,0.388865,2.05809,25
1672,glass,HIKARI-SF,J-SF6,glass\hikari\J-SF6.yml,1,1,0.388865,2.05809,24
1673,glass,HIKARI-SF,J-SF6HS,glass\hikari\J-SF6HS.yml,1,1,0.388865,2.05809,24
1674,glass,HIKARI-SF,J-SF7,glass\hikari\J-SF7.yml,1,1,0.388865,2.05809,25
1675,glass,HIKARI-SF,J-SF8,glass\hikari\J-SF8.yml,1,1,0.388865,2.05809,25
1676,glass,HIKARI-SF,J-SF10,glass\hikari\J-SF10.yml,1,1,0.388865,2.05809,24
1677,glass,HIKARI-SF,J-SF11,glass\hikari\J-SF11.yml,1,1,0.388865,2.05809,24
1678,glass,HIKARI-SF,J-SF13,glass\hikari\J-SF13.yml,1,1,0.388865,2.05809,23
1679,glass,HIKARI-SF,J-SF14,glass\hikari\J-SF14.yml,1,1,0.388865,2.05809,23
1680,glass,HIKARI-SF,J-SF15,glass\hikari\J-SF15.yml,1,1,0.388865,2.05809,25
1681,glass,HIKARI-SF,Q-SF6S,glass\hikari\Q-SF6S.yml,1,1,0.3888865,2.05809,24
1693,glass,HIKARI-BaF,J-BAF3,glass\hikari\J-BAF3.yml,1,1,0.365015,2.05809,26
1694,glass,HIKARI-BaF,J-BAF4,glass\hikari\J-BAF4.yml,1,1,0.365015,2.05809,26
1695,glass,HIKARI-BaF,J-BAF8,glass\hikari\J-BAF8.yml,1,1,0.365015,2.05809,26
1696,glass,HIKARI-BaF,J-BAF10,glass\hikari\J-BAF10.yml,1,1,0.365015,2.05809,27
1697,glass,HIKARI-BaF,J-BAF11,glass\hikari\J-BAF11.yml,1,1,0.365015,2.05809,27
1698,glass,HIKARI-BaF,J-BAF12,glass\hikari\J-BAF12.yml,1,1,0.365015,2.05809,26
1700,glass,HIKARI-BaLF,J-BALF4,glass\hikari\J-BALF4.yml,1,1,0.365015,2.05809,29
1707,glass,HIKARI-BaSF,J-BASF2,glass\hikari\J-BASF2.yml,1,1,0.365015,2.05809,25
1708,glass,HIKARI-BaSF,J-BASF6,glass\hikari\J-BASF6.yml,1,1,0.365015,2.05809,26
1709,glass,HIKARI-BaSF,J-BASF7,glass\hikari\J-BASF7.yml,1,1,0.388865,2.05809,26
1710,glass,HIKARI-BaSF,J-BASF8,glass\hikari\J-BASF8.yml,1,1,0.365015,2.05809,26
1735,glass,HIKARI-LaF,J-LAF01,glass\hikari\J-LAF01.yml,1,1,0.388865,2.05809,27
1736,glass,HIKARI-LaF,J-LAF2,glass\hikari\J-LAF2.yml,1,1,0.365015,2.05809,27
1737,glass,HIKARI-LaF,J-LAF02,glass\hikari\J-LAF02.yml,1,1,0.365015,2.05809,27
1738,glass,HIKARI-LaF,J-LAF3,glass\hikari\J-LAF3.yml,1,1,0.365015,2.05809,27
1739,glass,HIKARI-LaF,J-LAFH3,glass\hikari\J-LAFH3.yml,1,1,0.388865,2.05809,23
1741,glass,HIKARI-LaF,J-LAF04,glass\hikari\J-LAF04.yml,1,1,0.388865,2.05809,28
1742,glass,HIKARI-LaF,J-LAF05,glass\hikari\J-LAF05.yml,1,1,0.365015,2.05809,28
1743,glass,HIKARI-LaF,J-LAF7,glass\hikari\J-LAF7.yml,1,1,0.388865,2.05809,25
1744,glass,HIKARI-LaF,J-LAF09,glass\hikari\J-LAF09.yml,1,1,0.388865,2.05809,27
1745,glass,HIKARI-LaF,J-LAF010,glass\hikari\J-LAF010.yml,1,1,0.365015,2.05809,31
1746,glass,HIKARI-LaF,J-LAF016,glass\hikari\J-LAF016.yml,1,1,0.388865,2.05809,26
1750,glass,HIKARI-LaF,Q-LAF010S,glass\hikari\Q-LAF010S.yml,1,1,0.365015,2.05809,33
1775,glass,HIKARI-LaSF,J-LASF01,glass\hikari\J-LASF01.yml,1,1,0.365015,2.05809,29
1776,glass,HIKARI-LaSF,J-LASF02,glass\hikari\J-LASF02.yml,1,1,0.365015,2.05809,27
