pageid,shelf,book,page,filepath,hasrefractive,hasextinction,rangeMin,rangeMax,points
2254,glass,HOYA-TaFD,TAFD30,glass\hoya\TAFD30.yml,1,0,0.3,1.55,200
2260,glass,HOYA-TaFD,TAFD40,glass\hoya\TAFD40.yml,1,0,0.37,1.55,200
2264,glass,HOYA-TaFD,M-TAFD51,glass\hoya\M-TAFD51.yml,1,0,0.35,1.55,200
2265,glass,HOYA-TaFD,M-TAFD305,glass\hoya\M-TAFD305.yml,1,0,0.34,1.55,200
2275,glass,HOYA-CF,E-CF6,glass\hoya\E-CF6.yml,1,0,0.33,1.55,200
2276,glass,SUMITA-SK,K-SK4,glass\sumita\K-SK4.yml,1,0,0.365,1.548,200
2277,glass,SUMITA-SK,K-SK5,glass\sumita\K-SK5.yml,1,0,0.365,1.548,200
2278,glass,SUMITA-SK,K-SK7,glass\sumita\K-SK7.yml,1,0,0.365,1.548,200
2279,glass,SUMITA-SK,K-SK14,glass\sumita\K-SK14.yml,1,0,0.365,1.548,200
2280,glass,SUMITA-SK,K-SK15,glass\sumita\K-SK15.yml,1,0,0.365,1.548,200
2281,glass,SUMITA-SK,K-SK16RH,glass\sumita\K-SK16RH.yml,1,0,0.365,1.548,200
2282,glass,SUMITA-SK,K-SK18,glass\sumita\K-SK18.yml,1,0,0.365,1.548,200
2283,glass,SUMITA-SK,K-SK18RH,glass\sumita\K-SK18RH.yml,1,0,0.365,1.548,200
2284,glass,SUMITA-BK,K-BK7,glass\sumita\K-BK7.yml,1,0,0.365,1.548,200
2285,glass,SUMITA-FK,K-FK5,glass\sumita\K-FK5.yml,1,0,0.365,1.548,200
2286,glass,SUMITA-LaK,K-LaK6,glass\sumita\K-LaK6.yml,1,0,0.365,1.548,200
2287,glass,SUMITA-LaK,K-LaK7,glass\sumita\K-LaK7.yml,1,0,0.365,1.548,200
2288,glass,SUMITA-LaK,K-LaK8,glass\sumita\K-LaK8.yml,1,0,0.365,1.548,200
2289,glass,SUMITA-LaK,K-LaK9,glass\sumita\K-LaK9.yml,1,0,0.365,1.548,200
2290,glass,SUMITA-LaK,K-LaK10,glass\sumita\K-LaK10.yml,1,0,0.365,1.548,200
2291,glass,SUMITA-LaK,K-LaK11,glass\sumita\K-LaK11.yml,1,0,0.365,1.548,200
2292,glass,SUMITA-LaK,K-LaK12,glass\sumita\K-LaK12.yml,1,0,0.365,1.548,200
2293,glass,SUMITA-LaK,K-LaK14,glass\sumita\K-LaK14.yml,1,0,0.365,1.548,200
2294,glass,SUMITA-LaK,K-LaK18,glass\sumita\K-LaK18.yml,1,0,0.365,1.548,200
2295,glass,SUMITA-LaK,K-LaKn2,glass\sumita\K-LaKn2.yml,1,0,0.365,1.548,200
2298,glass,SUMITA-LaK,K-LaKn7,glass\sumita\K-LaKn7.yml,1,0,0.365,1.548,200
2300,glass,SUMITA-LaK,K-LaKn14,glass\sumita\K-LaKn14.yml,1,0,0.365,1.548,200
2301,glass,SUMITA-LaSK,K-LaSKn1,glass\sumita\K-LaSKn1.yml,1,0,0.365,1.548,200
2302,glass,SUMITA-PSK,K-PSK11,glass\sumita\K-PSK11.yml,1,0,0.365,1.548,200
2304,glass,SUMITA-PSK,K-PSK100,glass\sumita\K-PSK100.yml,1,0,0.365,1.548,200
2306,glass,SUMITA-PSK,K-PSK200,glass\sumita\K-PSK200.yml,1,0,0.365,1.548,200
2314,glass,SUMITA-PSK,K-PSKn2,glass\sumita\K-PSKn2.yml,1,0,0.365,1.548,200
2315,glass,SUMITA-SSK,K-SSK1,glass\sumita\K-SSK1.yml,1,0,0.365,1.548,200
2316,glass,SUMITA-SSK,K-SSK3,glass\sumita\K-SSK3.yml,1,0,0.365,1.548,200
2317,glass,SUMITA-SSK,K-SSK4,glass\sumita\K-SSK4.yml,1,0,0.365,1.548,200
2318,glass,SUMITA-SSK,K-SSK9,glass\sumita\K-SSK9.yml,1,0,0.365,1.548,200
2319,glass,SUMITA-BaF,K-BaF8,glass\sumita\K-BaF8.yml,1,0,0.365,1.548,200
2320,glass,SUMITA-BaF,K-BaF9,glass\sumita\K-BaF9.yml,1,0,0.365,1.548,200
2321,glass,SUMITA-BaF,K-BaFn1,glass\sumita\K-BaFn1.yml,1,0,0.365,1.548,200
2322,glass,SUMITA-BaF,K-BaFn3,glass\sumita\K-BaFn3.yml,1,0,0.365,1.548,200
2323,glass,SUMITA-BaSF,K-BaSF4,glass\sumita\K-BaSF4.yml,1,0,0.365,1.548,200
2324,glass,SUMITA-BaSF,K-BaSF5,glass\sumita\K-BaSF5.yml,1,0,0.365,1.548,200
2325,glass,SUMITA-LaF,K-LaF2,glass\sumita\K-LaF2.yml,1,0,0.365,1.548,200
2326,glass,SUMITA-LaF,K-LaFn3,glass\sumita\K-LaFn3.yml,1,0,0.365,1.548,200
2327,glass,SUMITA-LaF,K-LaFn5,glass\sumita\K-LaFn5.yml,1,0,0.365,1.548,200
2328,glass,SUMITA-LaF,K-LaFn11,glass\sumita\K-LaFn11.yml,1,0,0.365,1.548,200
2329,glass,SUMITA-LaSF,K-LaSFn1,glass\sumita\K-LaSFn1.yml,1,0,0.365,1.548,200
2330,glass,SUMITA-LaSF,K-LaSFn2,glass\sumita\K-LaSFn2.yml,1,0,0.365,1.548,200
2331,glass,SUMITA-LaSF,K-LaSFn3,glass\sumita\K-LaSFn3.yml,1,0,0.365,1.548,200
2332,glass,SUMITA-LaSF,K-LaSFn4,glass\sumita\K-LaSFn4.yml,1,0,0.365,1.548,200
2333,glass,SUMITA-LaSF,K-LaSFn6,glass\sumita\K-LaSFn6.yml,1,0,0.365,1.548,200
2334,glass,SUMITA-LaSF,K-LaSFn7,glass\sumita\K-LaSFn7.yml,1,0,0.365,1.548,200
2335,glass,SUMITA-LaSF,K-LaSFn8,glass\sumita\K-LaSFn8.yml,1,0,0.365,1.548,200
2336,glass,SUMITA-LaSF,K-LaSFn9,glass\sumita\K-LaSFn9.yml,1,0,0.365,1.548,200
2337,glass,SUMITA-LaSF,K-LaSFn10,glass\sumita\K-LaSFn10.yml,1,0,0.365,1.548,200
2338,glass,SUMITA-LaSF,K-LaSFn14,glass\sumita\K-LaSFn14.yml,1,0,0.365,1.548,200
2339,glass,SUMITA-LaSF,K-LaSFn16,glass\sumita\K-LaSFn16.yml,1,0,0.365,1.548,200
2340,glass,SUMITA-LaSF,K-LaSFn17,glass\sumita\K-LaSFn17.yml,1,0,0.365,1.548,200
2341,glass,SUMITA-LaSF,K-LaSFn21,glass\sumita\K-LaSFn21.yml,1,0,0.365,1.548,200
2342,glass,SUMITA-LaSF,K-LaSFn22,glass\sumita\K-LaSFn22.yml,1,0,0.365,1.548,200
2344,glass,SUMITA-SFLD,K-SFLD1,glass\sumita\K-SFLD1.yml,1,0,0.365,1.548,200
2345,glass,SUMITA-SFLD,K-SFLDn3,glass\sumita\K-SFLDn3.yml,1,0,0.365,1.548,200
2346,glass,SUMITA-SFLD,K-SFLD4,glass\sumita\K-SFLD4.yml,1,0,0.365,1.548,200
2347,glass,SUMITA-SFLD,K-SFLD6,glass\sumita\K-SFLD6.yml,1,0,0.365,1.548,200
2348,glass,SUMITA-SFLD,K-SFLD8,glass\sumita\K-SFLD8.yml,1,0,0.365,1.548,200
2349,glass,SUMITA-SFLD,K-SFLD11,glass\sumita\K-SFLD11.yml,1,0,0.365,1.548,200
2350,glass,SUMITA-SFLD,K-SFLD14,glass\sumita\K-SFLD14.yml,1,0,0.365,1.548,200
2351,glass,SUMITA-SFLD,K-SFLD66,glass\sumita\K-SFLD66.yml,1,0,0.365,1.548,200
2352,glass,SUMITA-BPG,K-BPG2,glass\sumita\K-BPG2.yml,1,0,0.365,1.548,200
2355,glass,SUMITA-CaFK,K-CaFK95,glass\sumita\K-CaFK95.yml,1,0,0.365,1.548,200
2357,glass,SUMITA-CD,K-CD45,glass\sumita\K-CD45.yml,1,0,0.365,1.548,200
2359,glass,SUMITA-CD,K-CD120,glass\sumita\K-CD120.yml,1,0,0.365,1.548,200
2361,glass,SUMITA-CSK,K-CSK120,glass\sumita\K-CSK120.yml,1,0,0.365,1.548,200
2367,glass,SUMITA-GFK,K-GFK68,glass\sumita\K-GFK68.yml,1,0,0.365,1.548,200
2369,glass,SUMITA-GFK,K-GFK70,glass\sumita\K-GFK70.yml,1,0,0.365,1.548,200
2371,glass,SUMITA-LaFK,K-LaFK50,glass\sumita\K-LaFK50.yml,1,0,0.365,1.548,200
2375,glass,SUMITA-LaFK,K-LaFK55,glass\sumita\K-LaFK55.yml,1,0,0.365,1.548,200
2379,glass,SUMITA-LaFK,K-LaFK60,glass\sumita\K-LaFK60.yml,1,0,0.365,1.548,200
2385,glass,SUMITA-PBK,K-PBK40,glass\sumita\K-PBK40.yml,1,0,0.365,1.548,200
2387,glass,SUMITA-PBK,K-PBK50,glass\sumita\K-PBK50.yml,1,0,0.365,1.548,200
2389,glass,SUMITA-PFK,K-PFK80,glass\sumita\K-PFK80.yml,1,0,0.365,1.548,200
2391,glass,SUMITA-PFK,K-PFK85,glass\sumita\K-PFK85.yml,1,0,0.365,1.548,200
2393,glass,SUMITA-PFK,K-PFK90,glass\sumita\K-PFK90.yml,1,0,0.365,1.548,200
2395,glass,SUMITA-PG,K-PG325,glass\sumita\K-PG325.yml,1,0,0.365,1.548,200
2397,glass,SUMITA-PG,K-PG375,glass\sumita\K-PG375.yml,1,0,0.365,1.548,200
2399,glass,SUMITA-PG,K-PG395,glass\sumita\K-PG395.yml,1,0,0.365,1.548,200
2401,glass,SUMITA-PMK,K-PMK30,glass\sumita\K-PMK30.yml,1,0,0.365,1.548,200
2403,glass,SUMITA-PSF,K-PSFn1,glass\sumita\K-PSFn1.yml,1,0,0.365,1.548,200
2405,glass,SUMITA-PSF,K-PSFn2,glass\sumita\K-PSFn2.yml,1,0,0.365,1.548,200
2407,glass,SUMITA-PSF,K-PSFn3,glass\sumita\K-PSFn3.yml,1,0,0.365,1.548,200
2409,glass,SUMITA-PSF,K-PSFn4,glass\sumita\K-PSFn4.yml,1,0,0.365,1.548,200
2411,glass,SUMITA-PSF,K-PSFn5,glass\sumita\K-PSFn5.yml,1,0,0.365,1.548,200
2415,glass,SUMITA-PSF,K-PSFn202,glass\sumita\K-PSFn202.yml,1,0,0.365,1.548,200
2419,glass,SUMITA-PSF,K-PSFn214,glass\sumita\K-PSFn214.yml,1,0,0.365,1.548,200
2422,glass,SUMITA-SKF,K-SKF6,glass\sumita\K-SKF6.yml,1,0,0.365,1.548,200
2426,glass,SUMITA-VC,K-VC78,glass\sumita\K-VC78.yml,1,0,0.365,1.548,200
2428,glass,SUMITA-VC,K-VC79,glass\sumita\K-VC79.yml,1,0,0.365,1.548,200
2430,glass,SUMITA-VC,K-VC80,glass\sumita\K-VC80.yml,1,0,0.365,1.548,200
2432,glass,SUMITA-VC,K-VC82,glass\sumita\K-VC82.yml,1,0,0.365,1.548,200
2434,glass,SUMITA-VC,K-VC89,glass\sumita\K-VC89.yml,1,0,0.365,1.548,200
2436,glass,SUMITA-VC,K-VC90,glass\sumita\K-VC90.yml,1,0,0.365,1.548,200
2438,glass,SUMITA-VC,K-VC91,glass\sumita\K-VC91.yml,1,0,0.365,1.548,200
2440,glass,SUMITA-VC,K-VC99,glass\sumita\K-VC99.yml,1,0,0.365,1.548,200
2450,glass,SUMITA-ZnSF,K-ZnSF8,glass\sumita\K-ZnSF8.yml,1,0,0.365,1.548,200
2452,glass,LZOS-K,K8,glass\lzos\K8.yml,1,0,0.365,2.3254,31
2453,glass,LZOS-LK,LK3,glass\lzos\LK3.yml,1,0,0.365,2.3254,31
2454,glass,LZOS-LK,LK5,glass\lzos\LK5.yml,1,0,0.365,2.3254,31
2455,glass,LZOS-LK,LK6,glass\lzos\LK6.yml,1,0,0.365,2.3254,31
2456,glass,LZOS-LK,LK7,glass\lzos\LK7.yml,1,0,0.365,2.3254,31
2457,glass,LZOS-TK,TK2,glass\lzos\TK2.yml,1,0,0.365,2.3254,31
2458,glass,LZOS-TK,TK9,glass\lzos\TK9.yml,1,0,0.365,2.3254,31
2459,glass,LZOS-TK,TK12,glass\lzos\TK12.yml,1,0,0.365,2.3254,31
2460,glass,LZOS-TK,TK14,glass\lzos\TK14.yml,1,0,0.365,2.3254,31
2461,glass,LZOS-TK,TK16,glass\lzos\TK16.yml,1,0,0.365,2.3254,31
2462,glass,LZOS-TK,TK17,glass\lzos\TK17.yml,1,0,0.365,2.3254,31
2463,glass,LZOS-TK,TK20,glass\lzos\TK20.yml,1,0,0.365,2.3254,31
2464,glass,LZOS-TK,TK21,glass\lzos\TK21.yml,1,0,0.365,2.3254,31
2465,glass,LZOS-TK,TK23,glass\lzos\TK23.yml,1,0,0.365,2.3254,31
2466,glass,LZOS-CTK,CTK3,glass\lzos\CTK3.yml,1,0,0.365,2.3254,31
2467,glass,LZOS-CTK,CTK8,glass\lzos\CTK8.yml,1,0,0.365,2.3254,31
2468,glass,LZOS-CTK,CTK9,glass\lzos\CTK9.yml,1,0,0.365,2.3254,31
2469,glass,LZOS-CTK,CTK12,glass\lzos\CTK12.yml,1,0,0.365,2.3254,31
2470,glass,LZOS-CTK,CTK19,glass\lzos\CTK19.yml,1,0,0.365,2.3254,31
2471,glass,LZOS-OK,OK4,glass\lzos\OK4.yml,1,0,0.365,0.70652,11
2472,glass,LZOS-BK,BK4,glass\lzos\BK4.yml,1,0,0.365,2.3254,31
2473,glass,LZOS-BK,BK6,glass\lzos\BK6.yml,1,0,0.365,2.3254,31
2474,glass,LZOS-BK,BK8,glass\lzos\BK8.yml,1,0,0.365,2.3254,31
2475,glass,LZOS-BK,BK10,glass\lzos\BK10.yml,1,0,0.365,2.3254,31
2476,glass,LZOS-F,F1,glass\lzos\F1.yml,1,0,0.365,2.3254,31
2477,glass,LZOS-F,F4,glass\lzos\F4.yml,1,0,0.365,2.3254,31
2478,glass,LZOS-F,F6,glass\lzos\F6.yml,1,0,0.365,2.3254,31
2479,glass,LZOS-F,F8,glass\lzos\F8.yml,1,0,0.365,2.3254,31
2480,glass,LZOS-F,F13,glass\lzos\F13.yml,1,0,0.365,2.3254,31
2481,glass,LZOS-LF,LF5,glass\lzos\LF5.yml,1,0,0.365,2.3254,31
2482,glass,LZOS-LF,LF7,glass\lzos\LF7.yml,1,0,0.365,2.3254,31
2483,glass,LZOS-LF,LF9,glass\lzos\LF9.yml,1,0,0.365,2.3254,31
2484,glass,LZOS-TF,TF1,glass\lzos\TF1.yml,1,0,0.365,2.3254,31
2485,glass,LZOS-TF,TF2,glass\lzos\TF2.yml,1,0,0.365,2.3254,31
2486,glass,LZOS-TF,TF3,glass\lzos\TF3.yml,1,0,0.365,2.3254,31
2487,glass,LZOS-TF,TF4,glass\lzos\TF4.yml,1,0,0.365,2.3254,31
2488,glass,LZOS-TF,TF5,glass\lzos\TF5.yml,1,0,0.365,2.3254,31
2489,glass,LZOS-TF,TF7,glass\lzos\TF7.yml,1,0,0.365,2.3254,31
2490,glass,LZOS-TF,TF8,glass\lzos\TF8.yml,1,0,0.365,2.3254,31
2491,glass,LZOS-TF,TF10,glass\lzos\TF10.yml,1,0,0.365,2.3254,31
2492,glass,LZOS-OF,OF1,glass\lzos\OF1.yml,1,0,0.365,2.3254,31
2493,glass,LZOS-BF,BF1,glass\lzos\BF1.yml,1,0,0.365,2.3254,31
2494,glass,LZOS-BF,BF8,glass\lzos\BF8.yml,1,0,0.365,2.3254,31
2495,glass,LZOS-BF,BF11,glass\lzos\BF11.yml,1,0,0.365,2.3254,31
2496,glass,LZOS-BF,BF16,glass\lzos\BF16.yml,1,0,0.365,2.3254,31
2497,glass,LZOS-BF,BF21,glass\lzos\BF21.yml,1,0,0.365,2.3254,31
2498,glass,LZOS-BF,BF24,glass\lzos\BF24.yml,1,0,0.365,2.3254,31
2499,glass,LZOS-BF,BF25,glass\lzos\BF25.yml,1,0,0.365,2.3254,31
2500,glass,LZOS-BF,BF28,glass\lzos\BF28.yml,1,0,0.365,2.3254,31
2501,glass,LZOS-KF,KF6,glass\lzos\KF6.yml,1,0,0.365,2.3254,31
2502,glass,LZOS-KF,KF7,glass\lzos\KF7.yml,1,0,0.365,2.3254,31
2503,other,air,Ciddor,mixed gases\air\Ciddor.yml,1,0,0.23,1.69,200
2508,other,air,Peck,mixed gases\air\Peck.yml,1,0,0.185,1.7,200
2509,other,Au-Ag,Rioux-Au100Ag0,alloys\Au-Ag\Rioux-Au100Ag0.yml,1,1,0.27,1.2,931
2510,other,Au-Ag,Rioux-Au90Ag10,alloys\Au-Ag\Rioux-Au90Ag10.yml,1,1,0.27,1.2,931
2511,other,Au-Ag,Rioux-Au80Ag20,alloys\Au-Ag\Rioux-Au80Ag20.yml,1,1,0.27,1.2,931
2512,other,Au-Ag,Rioux-Au70Ag30,alloys\Au-Ag\Rioux-Au70Ag30.yml,1,1,0.27,1.2,931
2513,other,Au-Ag,Rioux-Au60Ag40,alloys\Au-Ag\Rioux-Au60Ag40.yml,1,1,0.27,1.2,931
2514,other,Au-Ag,Rioux-Au50Ag50,alloys\Au-Ag\Rioux-Au50Ag50.yml,1,1,0.27,1.2,931
2515,other,Au-Ag,Rioux-Au40Ag60,alloys\Au-Ag\Rioux-Au40Ag60.yml,1,1,0.27,1.2,931
2516,other,Au-Ag,Rioux-Au30Ag70,alloys\Au-Ag\Rioux-Au30Ag70.yml,1,1,0.27,1.2,931
2517,other,Au-Ag,Rioux-Au20Ag80,alloys\Au-Ag\Rioux-Au20Ag80.yml,1,1,0.27,1.2,931
2518,other,Au-Ag,Rioux-Au10Ag90,alloys\Au-Ag\Rioux-Au10Ag90.yml,1,1,0.27,1.2,931
2519,other,Au-Ag,Rioux-Au0Ag100,alloys\Au-Ag\Rioux-Au0Ag100.yml,1,1,0.27,1.2,931
2520,other,Cu-Zn,Querry-Cu90Zn10,alloys\Cu-Zn\Querry-Cu90Zn10.yml,1,1,0.21,55.5556,612
2521,other,Cu-Zn,Querry-Cu85Zn15,alloys\Cu-Zn\Querry-Cu85Zn15.yml,1,1,0.21,55.5556,612
2522,other,Cu-Zn,Querry-Cu70Zn30,alloys\Cu-Zn\Querry-Cu70Zn30.yml,1,1,0.21,55.5556,611
2523,other,Nb-Sn,Golovashkin-06,alloys\Nb-Sn\Golovashkin-06.yml,1,1,1.0,9.0,19
2524,other,Nb-Sn,Golovashkin-22,alloys\Nb-Sn\Golovashkin-22.yml,1,1,1.0,10.0,21
2525,other,Nb-Sn,Golovashkin-28,alloys\Nb-Sn\Golovashkin-28.yml,1,1,1.0,10.0,21
2526,other,Nb-Sn,Golovashkin-30,alloys\Nb-Sn\Golovashkin-30.yml,1,1,1.0,9.0,19
2527,other,Nb-Sn,Golovashkin-34,alloys\Nb-Sn\Golovashkin-34.yml,1,1,1.0,8.0,17
2528,other,Nb-Sn,Golovashkin-40,alloys\Nb-Sn\Golovashkin-40.yml,1,1,1.0,8.0,17
2529,other,Nb-Sn,Golovashkin-55,alloys\Nb-Sn\Golovashkin-55.yml,1,1,1.0,8.0,17
2536,other,AlAs-GaAs,Aspnes-0,semiconductor alloys\AlAs-GaAs\Aspnes-0.yml,1,1,0.2066,0.8266,46
2537,other,AlAs-GaAs,Aspnes-9.9,semiconductor alloys\AlAs-GaAs\Aspnes-9.9.yml,1,1,0.2066,0.8266,46
2538,other,AlAs-GaAs,Aspnes-19.8,semiconductor alloys\AlAs-GaAs\Aspnes-19.8.yml,1,1,0.2066,0.8266,46
2539,other,AlAs-GaAs,Aspnes-31.5,semiconductor alloys\AlAs-GaAs\Aspnes-31.5.yml,1,1,0.2066,0.8266,46
2540,other,AlAs-GaAs,Aspnes-41.9,semiconductor alloys\AlAs-GaAs\Aspnes-41.9.yml,1,1,0.2066,0.8266,46
2541,other,AlAs-GaAs,Aspnes-49.1,semiconductor alloys\AlAs-GaAs\Aspnes-49.1.yml,1,1,0.2066,0.8266,46
2542,other,AlAs-GaAs,Aspnes-59.0,semiconductor alloys\AlAs-GaAs\Aspnes-59.0.yml,1,1,0.2066,0.8266,46
2543,other,AlAs-GaAs,Aspnes-70.0,semiconductor alloys\AlAs-GaAs\Aspnes-70.0.yml,1,1,0.2066,0.8266,46
2544,other,AlAs-GaAs,Aspnes-80.4,semiconductor alloys\AlAs-GaAs\Aspnes-80.4.yml,1,1,0.2066,0.8266,46
2545,other,AlAs-GaAs,Adachi-0.315,semiconductor alloys\AlAs-GaAs\Adachi-0.315.yml,1,1,0.20664,12.398,200
2546,other,AlAs-GaAs,Adachi-0.700,semiconductor alloys\AlAs-GaAs\Adachi-0.700.yml,1,1,0.20664,12.398,200
2547,other,AlSb-GaSb,Ferrini-0,semiconductor alloys\AlSb-GaSb\Ferrini-0.yml,1,1,0.207,2.48,56
2548,other,AlSb-GaSb,Ferrini-10,semiconductor alloys\AlSb-GaSb\Ferrini-10.yml,1,1,0.207,2.48,56
2549,other,AlSb-GaSb,Ferrini-30,semiconductor alloys\AlSb-GaSb\Ferrini-30.yml,1,1,0.207,2.48,56
2550,other,AlSb-GaSb,Ferrini-50,semiconductor alloys\AlSb-GaSb\Ferrini-50.yml,1,1,0.207,2.48,56
2551,other,AlN-Al2O3,Hartnett-6.69,semiconductor alloys\AlN-Al2O3\Hartnett-6.69.yml,1,0,0.24,5.6,200
2552,other,AlN-Al2O3,Hartnett-5.88,semiconductor alloys\AlN-Al2O3\Hartnett-5.88.yml,1,1,0.24,5.6,12
2553,other,AlN-Al2O3,Hartnett-6.53,semiconductor alloys\AlN-Al2O3\Hartnett-6.53.yml,1,1,0.24,5.6,12
2554,other,AlN-Al2O3,Hartnett-7.17,semiconductor alloys\AlN-Al2O3\Hartnett-7.17.yml,1,1,0.24,5.6,12
2555,other,GaAs-InAs,Adachi,semiconductor alloys\GaAs-InAs\Adachi.yml,1,1,0.20664,12.398,200
2556,other,GaP-InP,Schubert,semiconductor alloys\GaP-InP\Schubert.yml,1,1,0.24961,0.95395,98
2557,other,GaAs-InAs-GaP-InP,Adachi,semiconductor alloys\GaAs-InAs-GaP-InP\Adachi.yml,1,1,0.20664,12.398,200
2558,other,Si-Ge,Jellison-11,semiconductor alloys\Si-Ge\Jellison-11.yml,1,1,0.24,0.84,103
2559,other,Si-Ge,Jellison-20,semiconductor alloys\Si-Ge\Jellison-20.yml,1,1,0.24,0.84,103
2560,other,Si-Ge,Jellison-28,semiconductor alloys\Si-Ge\Jellison-28.yml,1,1,0.24,0.84,103
2561,other,Si-Ge,Jellison-48,semiconductor alloys\Si-Ge\Jellison-48.yml,1,1,0.24,0.84,103
2562,other,Si-Ge,Jellison-47,semiconductor alloys\Si-Ge\Jellison-47.yml,1,1,0.24,0.84,103
2563,other,Si-Ge,Jellison-65,semiconductor alloys\Si-Ge\Jellison-65.yml,1,1,0.24,0.84,103
2564,other,Si-Ge,Jellison-85,semiconductor alloys\Si-Ge\Jellison-85.yml,1,1,0.24,0.84,103
2565,other,Si-Ge,Jellison-98,semiconductor alloys\Si-Ge\Jellison-98.yml,1,1,0.24,0.84,103
2566,other,AuAl2,Supansomboon,intermetallics\AuAl2\Supansomboon.yml,1,1,0.3,1.32,35
2567,other,HfO2-Y2O3,Wood,mixed crystals\HfO2-Y2O3\Wood.yml,1,0,0.365,5.0,200
2568,other,In2O3-SnO2,Moerland,mixed crystals\In2O3-SnO2\Moerland.yml,1,1,0.401047791,0.99996106,381
2569,other,In2O3-SnO2,Konig,mixed crystals\In2O3-SnO2\Konig.yml,1,1,0.25157,1.0,474
2570,other,In2O3-SnO2,Konig-EMA,mixed crystals\In2O3-SnO2\Konig-EMA.yml,1,1,0.25157,1.0,474
2571,other,TlBr-TlCl,Hettner,mixed crystals\TlBr-TlCl\Hettner.yml,1,0,0.6,24.0,200
2572,other,TlBr-TlI,Rodney,mixed crystals\TlBr-TlI\Rodney.yml,1,0,0.577,39.38,200
2573,other,ZrO2-Y2O3,Wood,mixed crystals\ZrO2-Y2O3\Wood.yml,1,0,0.361,5.135,200
2574,other,Mg-LiTaO3,Moutzouris-o,doped crystals\Mg-LiTaO3\Moutzouris-o.yml,1,0,0.45,1.551,200
2575,other,Mg-LiTaO3,Moutzouris-e,doped crystals\Mg-LiTaO3\Moutzouris-e.yml,1,0,0.45,1.551,200
2576,other,Nb-RbTiOPO4,Carvajal-Î±,doped crystals\Nb-RbTiOPO4\Carvajal-alpha.yml,1,0,0.4,1.5,200
2577,other,Nb-RbTiOPO4,Carvajal-Î²,doped crystals\Nb-RbTiOPO4\Carvajal-beta.yml,1,0,0.4,1.5,200
2578,other,Nb-RbTiOPO4,Carvajal-Î³,doped crystals\Nb-RbTiOPO4\Carvajal-gamma.yml,1,0,0.4,1.5,200
2579,other,Al-ZnO,Treharne,doped crystals\Al-ZnO\Treharne.yml,1,1,0.3,0.9,101
2580,other,(C8H8)n-(C3H3N)m,Sultanova,mixed organic\(C8H8)n-(C3H3N)m\Sultanova.yml,1,0,0.4368,1.052,200
2581,other,C6H4S4-C12H4N4,Querry,mixed organic\C6H4S4-C12H4N4\Querry.yml,1,1,0.21,55.5556,612
2582,other,PTB7-PC71BM,Stelling,mixed organic\PTB7-PC71BM\Stelling.yml,1,1,0.30158,1.68492,640
2583,other,P3HT-PC61BM,Stelling,mixed organic\P3HT-PC61BM\Stelling.yml,1,1,0.24718,1.68492,674
2584,other,Cu-C12H4N4,Querry,mixed organic-inorganic\Cu-C12H4N4\Querry.yml,1,1,0.21,55.5556,612
2585,other,Li-C12H4N4,Querry,mixed organic-inorganic\Li-C12H4N4\Querry.yml,1,1,0.21,55.5556,609
2586,other,CR-39,poly,commercial plastics\CR-39\poly.yml,1,0,0.58929,0.58929,1
2587,other,CR-39,mono,commercial plastics\CR-39\mono.yml,1,0,0.58929,0.58929,1
2590,other,NAS-21,Sultanova,commercial plastics\NAS-21\Sultanova.yml,1,0,0.4368,1.052,200
2591,other,Optorez1330,Sultanova,commercial plastics\Optorez1330\Sultanova.yml,1,0,0.4368,1.052,200
2592,other,ZeonexE48R,Sultanova,commercial plastics\ZeonexE48R\Sultanova.yml,1,0,0.4368,1.052,200
2593,other,5CB,Li-o,liquid crystals\5CB\Li-o.yml,1,0,0.45,0.656,200
2594,other,5CB,Li-e,liquid crystals\5CB\Li-e.yml,1,0,0.45,0.656,200
2597,other,5PCH,Li-o,liquid crystals\5PCH\Li-o.yml,1,0,0.45,0.656,200
2598,other,5PCH,Li-e,liquid crystals\5PCH\Li-e.yml,1,0,0.45,0.656,200
2599,other,E7,Li-o,liquid crystals\E7\Li-o.yml,1,0,0.45,0.656,200
2600,other,E7,Li-e,liquid crystals\E7\Li-e.yml,1,0,0.45,0.656,200
2603,other,E44,Li-o,liquid crystals\E44\Li-o.yml,1,0,0.45,0.656,200
2604,other,E44,Li-e,liquid crystals\E44\Li-e.yml,1,0,0.45,0.656,200
2605,other,MLC-6241-000,Li-o,liquid crystals\MLC-6241-000\Li-o.yml,1,0,0.45,0.656,200
2606,other,MLC-6241-000,Li-e,liquid crystals\MLC-6241-000\Li-e.yml,1,0,0.45,0.656,200
2607,other,MLC-6608,Li-o,liquid crystals\MLC-6608\Li-o.yml,1,0,0.45,0.656,200
2608,other,MLC-6608,Li-e,liquid crystals\MLC-6608\Li-e.yml,1,0,0.45,0.656,200
2609,other,MLC-9200-000,Li-o,liquid crystals\MLC-9200-000\Li-o.yml,1,0,0.45,0.656,200
2610,other,MLC-9200-000,Li-e,liquid crystals\MLC-9200-000\Li-e.yml,1,0,0.45,0.656,200
2611,other,MLC-9200-100,Li-o,liquid crystals\MLC-9200-100\Li-o.yml,1,0,0.45,0.656,200
2612,other,MLC-9200-100,Li-e,liquid crystals\MLC-9200-100\Li-e.yml,1,0,0.45,0.656,200
